Date,Time (UTC),Exchange,Symbol,Side,Quantity,Price,Total USD,Fee (est.),Net Amount,Order ID,Mode,Notes
2026-05-26,11:02:02,BitGet,SOLUSDT,,,85.61,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:03,BitGet,XRPUSDT,,,1.36,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:03,BitGet,BNBUSDT,,,662.92,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:04,BitGet,DOGEUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:04,BitGet,LINKUSDT,,,9.60,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:04,BitGet,SUIUSDT,,,1.05,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:05,BitGet,LTCUSDT,,,52.86,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:05,BitGet,AVAXUSDT,,,9.43,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:05,BitGet,HBARUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:06,BitGet,ADAUSDT,,,0.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:06,BitGet,TRXUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,11:02:06,BitGet,TONUSDT,,,1.95,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:07,BitGet,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:07,BitGet,DOTUSDT,,,1.29,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:08,BitGet,BCHUSDT,,,354.20,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:08,BitGet,UNIUSDT,,,3.36,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:08,BitGet,NEARUSDT,,,2.91,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:09,BitGet,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:09,BitGet,ICPUSDT,,,2.73,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:09,BitGet,ETCUSDT,,,8.97,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:10,BitGet,POLUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:10,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:10,BitGet,ATOMUSDT,,,2.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:11,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:11,BitGet,ARBUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:12,BitGet,FILUSDT,,,1.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:12,BitGet,ALGOUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:12,BitGet,INJUSDT,,,5.67,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:13,BitGet,BONKUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:13,BitGet,GRTUSDT,,,0.03,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:13,BitGet,PEPEUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:14,BitGet,WLDUSDT,,,0.40,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:14,BitGet,AAVEUSDT,,,87.93,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:15,BitGet,TAOUSDT,,,289.20,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:15,BitGet,RENDERUSDT,,,2.40,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:15,BitGet,FETUSDT,,,0.25,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:16,BitGet,STXUSDT,,,0.25,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:16,BitGet,CRVUSDT,,,0.23,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:16,BitGet,THETAUSDT,,,0.20,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:17,BitGet,JASMYUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:17,BitGet,ONDOUSDT,,,0.43,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:18,BitGet,RUNEUSDT,,,0.45,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:18,BitGet,SANDUSDT,,,0.07,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:18,BitGet,MANAUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,11:02:19,BitGet,ENAUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:19,BitGet,LDOUSDT,,,0.35,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:20,BitGet,SEIUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,11:02:20,BitGet,TIAUSDT,,,0.49,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,21:44:38,BitGet,BTCUSDT,,,76000.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:39,BitGet,ETHUSDT,,,2077.22,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:39,BitGet,SOLUSDT,,,83.92,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:40,BitGet,XRPUSDT,,,1.33,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:40,BitGet,BNBUSDT,,,656.80,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:41,BitGet,DOGEUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:41,BitGet,LINKUSDT,,,9.41,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:41,BitGet,SUIUSDT,,,1.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,21:44:42,BitGet,LTCUSDT,,,52.15,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:42,BitGet,AVAXUSDT,,,9.18,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:43,BitGet,HBARUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:43,BitGet,ADAUSDT,,,0.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:44,BitGet,TRXUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,21:44:44,BitGet,TONUSDT,,,1.96,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,21:44:44,BitGet,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:45,BitGet,DOTUSDT,,,1.26,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:45,BitGet,BCHUSDT,,,346.20,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:45,BitGet,UNIUSDT,,,3.26,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:46,BitGet,NEARUSDT,,,2.62,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,21:44:46,BitGet,APTUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:47,BitGet,ICPUSDT,,,2.66,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:47,BitGet,ETCUSDT,,,8.68,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:47,BitGet,POLUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:48,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,21:44:48,BitGet,ATOMUSDT,,,2.21,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,21:44:49,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:49,BitGet,ARBUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:49,BitGet,FILUSDT,,,1.01,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,21:44:50,BitGet,ALGOUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,21:44:50,BitGet,INJUSDT,,,5.72,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,21:44:51,BitGet,BONKUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:51,BitGet,GRTUSDT,,,0.03,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:51,BitGet,PEPEUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:52,BitGet,WLDUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,21:44:52,BitGet,AAVEUSDT,,,86.51,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:53,BitGet,TAOUSDT,,,280.90,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:53,BitGet,RENDERUSDT,,,2.32,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,21:44:54,BitGet,FETUSDT,,,0.25,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,21:44:54,BitGet,STXUSDT,,,0.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:55,BitGet,CRVUSDT,,,0.22,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:55,BitGet,THETAUSDT,,,0.19,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:55,BitGet,JASMYUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:56,BitGet,ONDOUSDT,,,0.41,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,21:44:56,BitGet,RUNEUSDT,,,0.45,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,21:44:56,BitGet,SANDUSDT,,,0.07,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,21:44:57,BitGet,MANAUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:57,BitGet,ENAUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,21:44:57,BitGet,LDOUSDT,,,0.34,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,21:44:58,BitGet,SEIUSDT,,,0.07,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,21:44:58,BitGet,TIAUSDT,,,0.48,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,22:02:02,BitGet,BTCUSDT,,,75951.23,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:02,BitGet,ETHUSDT,,,2073.97,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:02,BitGet,SOLUSDT,,,83.76,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:03,BitGet,XRPUSDT,,,1.33,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:03,BitGet,BNBUSDT,,,656.93,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:04,BitGet,DOGEUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:04,BitGet,LINKUSDT,,,9.38,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:05,BitGet,SUIUSDT,,,1.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:05,BitGet,LTCUSDT,,,52.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:06,BitGet,AVAXUSDT,,,9.15,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:07,BitGet,HBARUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:07,BitGet,ADAUSDT,,,0.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:08,BitGet,TRXUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,22:02:08,BitGet,TONUSDT,,,1.96,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,22:02:08,BitGet,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:09,BitGet,DOTUSDT,,,1.25,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:09,BitGet,BCHUSDT,,,345.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:10,BitGet,UNIUSDT,,,3.25,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:10,BitGet,NEARUSDT,,,2.61,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:11,BitGet,APTUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:11,BitGet,ICPUSDT,,,2.64,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:11,BitGet,ETCUSDT,,,8.63,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:12,BitGet,POLUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:12,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:13,BitGet,ATOMUSDT,,,2.19,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,22:02:13,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:14,BitGet,ARBUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:14,BitGet,FILUSDT,,,1.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:14,BitGet,ALGOUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:15,BitGet,INJUSDT,,,5.69,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:15,BitGet,BONKUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:16,BitGet,GRTUSDT,,,0.03,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:16,BitGet,PEPEUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:16,BitGet,WLDUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,22:02:17,BitGet,AAVEUSDT,,,86.19,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:17,BitGet,TAOUSDT,,,279.90,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:18,BitGet,RENDERUSDT,,,2.30,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:18,BitGet,FETUSDT,,,0.25,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,22:02:19,BitGet,STXUSDT,,,0.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:19,BitGet,CRVUSDT,,,0.22,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:19,BitGet,THETAUSDT,,,0.19,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:20,BitGet,JASMYUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:20,BitGet,ONDOUSDT,,,0.41,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:21,BitGet,RUNEUSDT,,,0.45,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,22:02:21,BitGet,SANDUSDT,,,0.07,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:21,BitGet,MANAUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,22:02:22,BitGet,ENAUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:22,BitGet,LDOUSDT,,,0.34,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:23,BitGet,SEIUSDT,,,0.07,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,22:02:23,BitGet,TIAUSDT,,,0.47,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:02,BitGet,BTCUSDT,,,75886.03,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:02,BitGet,ETHUSDT,,,2072.82,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:03,BitGet,SOLUSDT,,,83.83,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:03,BitGet,XRPUSDT,,,1.33,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:04,BitGet,BNBUSDT,,,656.94,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:05,BitGet,DOGEUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:06,BitGet,LINKUSDT,,,9.39,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:06,BitGet,SUIUSDT,,,1.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,23:02:07,BitGet,LTCUSDT,,,52.04,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:08,BitGet,AVAXUSDT,,,9.16,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:08,BitGet,HBARUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:09,BitGet,ADAUSDT,,,0.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:09,BitGet,TRXUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,23:02:10,BitGet,TONUSDT,,,1.97,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,23:02:10,BitGet,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:10,BitGet,DOTUSDT,,,1.25,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:11,BitGet,BCHUSDT,,,344.60,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,23:02:11,BitGet,UNIUSDT,,,3.25,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
